instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename
#@string,string,string,string,ra,dec,string,string,string,string,string,string,string
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mpq_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mrq_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mtq_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mvq_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mxq_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,470,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mzq_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n1q_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,450,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n3q_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,411,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n4q_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,450,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n6q_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n8q_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,450,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05naq_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05ncq_flt.fits
WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05neq_flt.fits
